@relation pima_diabetes
@attribute '规则0' numeric
@attribute '规则1' numeric
@attribute '规则2' numeric
@attribute '规则3' numeric
@attribute '规则4' numeric
@attribute '规则5' numeric
@attribute '规则6' numeric
@attribute '规则7' numeric
@attribute '规则8' numeric
@attribute '规则9' numeric
@attribute '规则10' numeric
@attribute '规则11' numeric
@attribute '规则12' numeric
@attribute '规则13' numeric
@attribute '规则14' numeric
@attribute '规则15' numeric
@attribute '规则16' numeric
@attribute '规则17' numeric
@attribute '规则18' numeric
@attribute '规则19' numeric
@attribute '规则20' numeric
@attribute '规则21' numeric
@attribute '规则22' numeric
@attribute '规则23' numeric
@attribute '规则24' numeric
@attribute '规则25' numeric
@attribute '规则26' numeric
@attribute '规则27' numeric
@attribute '规则28' numeric
@attribute '规则29' numeric
@attribute '规则30' numeric
@attribute '规则31' numeric
@attribute '规则32' numeric
@attribute '规则33' numeric
@attribute '规则34' numeric
@attribute '规则35' numeric
@attribute '规则36' numeric
@attribute '规则37' numeric
@attribute '规则38' numeric
@attribute '规则39' numeric
@attribute '规则40' numeric
@attribute '规则41' numeric
@attribute '规则42' numeric
@attribute '规则43' numeric
@attribute '规则44' numeric
@attribute '规则45' numeric
@attribute '规则46' numeric
@attribute '规则47' numeric
@attribute '规则48' numeric
@attribute '规则49' numeric
@attribute '规则50' numeric
@attribute '规则51' numeric
@attribute '规则52' numeric
@attribute '规则53' numeric
@attribute '规则54' numeric
@attribute '规则55' numeric
@attribute '规则56' numeric
@attribute '规则57' numeric
@attribute '规则58' numeric
@attribute '规则59' numeric
@attribute '规则60' numeric
@attribute '规则61' numeric
@attribute '规则62' numeric
@attribute '规则63' numeric
@attribute '规则64' numeric
@attribute '规则65' numeric
@attribute '规则66' numeric
@attribute '规则67' numeric
@attribute '规则68' numeric
@attribute '规则69' numeric
@attribute '规则70' numeric
@attribute '规则71' numeric
@attribute '规则72' numeric
@attribute '规则73' numeric
@attribute '规则74' numeric
@attribute '规则75' numeric
@attribute '规则76' numeric
@attribute '规则77' numeric
@attribute '规则78' numeric
@attribute '规则79' numeric
@attribute '规则80' numeric
@attribute '规则81' numeric
@attribute '规则82' numeric
@attribute '规则83' numeric
@attribute '规则84' numeric
@attribute '规则85' numeric
@attribute '规则86' numeric
@attribute '规则87' numeric
@attribute '规则88' numeric
@attribute '规则89' numeric
@attribute '规则90' numeric
@attribute '规则91' numeric
@attribute '规则92' numeric
@attribute '规则93' numeric
@attribute '规则94' numeric
@attribute '规则95' numeric
@attribute '规则96' numeric
@attribute '规则97' numeric
@attribute '规则98' numeric
@attribute '规则99' numeric
@attribute '规则100' numeric
@data
0.001948,0.002644,0.005427,0.003201,0.002227,0.002366,0.000974,0.001392,0.002783,0.002783,0.000696,0.000696,0.004314,0.000139,0.000278,0.001113,0.00167,0.001113,0.000835,0.000278,0.000417,0.000139,0.001948,0.000139,0.000748,0.000139,0.000187,0.000187,0.000278,0.000139,0.000139,0.000417,0.000139,0.000139,0.001113,0.000696,0.000187,0.000557,0.000835,0.000974,0.000974,0.000139,0.000278,0.000118,0.000282,0.000139,0.000139,0,0.000103,0.000278,0.000139,0,0.000696,0.000417,0,0.000139,0.000974,0,0,0,0.000278,0.000557,0.000141,0.000141,0.000278,0.000139,0.000141,0,0.000139,0,0,0,0,0.000137,0.000187,0.000138,0,0,0.000118,0,0,0.000278,0.000139,0,0.000141,0,0,0,0.000139,0,0,0,0,0,0,0.000278,0,0,0,0,succ
0.00172,0.002102,0.000955,0.00172,0.002484,0.000573,0.001147,0.000764,0.000573,0.001196,0.000764,0.000573,0.000955,0.001147,0.000955,0.000382,0.001338,0.000573,0.000764,0.000573,0.000573,0.000955,0.000955,0.000191,0.000877,0.000191,0.000479,0.000382,0.000573,0.000573,0.000764,0.000573,0.000191,0.001147,0.000955,0.000573,0.000573,0.000191,0.000479,0.000399,0.000764,0.000479,0.000573,0.000191,0.000319,0.000191,0.000957,8.90E-05,0.000957,0.000191,0.000382,0,0.000573,0.001529,0,0.000382,0.000191,0,0,0,0.000191,0.000191,0.00016,0.000191,0.000573,0.000191,0,8.90E-05,0.000191,8.90E-05,0,0,9.60E-05,8.00E-05,8.00E-05,9.00E-05,8.90E-05,0,0,0,0.00011,0.000382,8.00E-05,0.001772,0.000191,0,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.000191,0,0,0.001564,0.002896,unsucc
0.002229,0.002415,0.001115,0.000743,0.002043,0.001672,0.001672,0.000557,0.000929,0.000557,0.000557,0.000557,0.001115,0.000186,0.000929,0.000186,0.000372,0.0013,0.000557,0.001013,0.000372,0.000743,0.000557,0.000557,0.001093,0.000579,0.000557,0.000186,0.000372,0.000743,0.000186,0.000372,0.000579,0.000372,0.000929,0.000557,0.000156,0.000372,0.000186,0.000372,0.000372,0.000372,0.000557,9.40E-05,0.000186,0.000289,0.000145,0,0.000434,0.000557,0.000283,0,0.000557,0.000186,0,0.0013,0.000723,0,0,0,0.000557,0.000145,0.000186,0.000289,0.000372,0.001115,0.000141,0,0.000372,0,0.000176,0,0.000182,0.000188,0.000156,0.000165,0,0,0.000118,0,0,0.001013,0.000186,0,0.000289,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.00302,0.000781,0.004455,0.00092,0,0,succ
0.002594,0.003026,0.002738,0.001585,0.001585,0.001153,0.001729,0.001297,0.000576,0.001585,0.002018,0.000721,0.001297,0.000144,0.000721,0.000721,0.000576,0.001729,0.000721,0.001441,0.000144,0.000432,0.001009,0.000144,0.000144,0.000459,0.000144,0.000288,0.000576,0.001153,0.000144,0.000733,0.001297,0.000183,0.001153,0.000432,0.000721,0.000458,0.000865,0.000144,0.000721,0.000865,0.000432,0.000175,0.000144,0.001729,0.000183,8.90E-05,0.000288,0.001009,0.000144,0,0.000721,0.000576,0.000119,0.000144,0.000288,0.000535,0,0,0.000865,0.000576,0.000144,0.000153,0.000144,0.000275,0,8.90E-05,0.000432,8.90E-05,0,0,9.60E-05,0.000153,8.90E-05,0.002738,8.90E-05,0,0,0,0.00011,0.000144,0.000288,0.001772,0.000153,0.000256,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.000432,0,0.0002,0.001564,0.000604,unsucc
0.002194,0.00135,0.000844,0.001688,0.001013,0.001013,0.000506,0.001519,0.001182,0.000169,0.000338,0.000338,0.000169,0.000675,0.001182,0.000506,0.000338,0.000797,0.000169,0.000506,0.000169,0.000844,0.001013,0.000478,0.000338,0.000844,0.000169,0.000445,0.000844,0.000844,0.000338,0.000319,0.000675,0.000169,0.001013,0.000338,0.000338,0.000675,0.000159,0.000297,0.000169,0.000844,0.000506,0.000338,0.000169,0.000506,0.000319,0,0.000319,0.000338,0.000338,0,0.000338,0.000169,0,0.000159,0.000169,0,0,0.000135,0.001182,0.000319,0.000159,0.00021,0.000506,0.000169,0.000141,0,0.000506,0,0.000176,0,0.000182,0.000159,0.000169,9.90E-05,0.000186,0,0.000118,0,0,0.000338,0.000338,0,0.00021,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.000719,0.000338,0.004455,0.00092,0,0,succ
0.00161,0.001252,0.000537,0.000895,0.002326,0.000358,0.000358,0.001252,0.000358,0.000728,0.002326,0.000358,0.000971,0.000179,0.000358,0.001074,0.000716,0.001456,0.001074,0.001252,0.000716,0.000716,0.000895,0.000179,0.000179,0.000537,0.000179,0.000179,0.000179,0.000537,0.000364,0.001456,0.000179,0.000186,0.000716,0.000358,0.001074,0.000358,0.000179,0.000537,0.000537,0.000364,0.000243,9.40E-05,0.000179,0.000179,0.000744,0,0.000179,0.000607,0.000179,0,0.000537,0.000179,0,0.000364,0.000179,0,0,0,0.000716,0.000243,0.000121,0.000289,0.000179,0.000364,0.000141,0,0.000121,0,0.000176,0,0.000182,0.000188,0.00014,0.000165,0.000186,0,0.000118,0,0,0.000179,0.000243,0,0.000289,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.00302,0.000485,0.004455,0.00092,0,0,succ
0.002758,0.002451,0.001992,0.00475,0.003524,0.001839,0.002145,0.000373,0.000919,0.00429,0.001532,0.000766,0.001685,0.007507,0.001532,0.001379,0.000373,0.001379,0.00046,0.001226,0.000153,0.001379,0.000153,0.002145,0.000153,9.30E-05,0.00046,0.004443,0.00046,0.001839,0.000306,0.000306,0.000306,0.001532,0.000766,0.000306,0.000153,0.000306,0.000306,0.001226,0.000153,0.001226,0.000306,0.000112,0.000766,0.000153,0.000112,0.000112,9.30E-05,0.000613,0.000153,0.001686,0.000766,0.00046,0.000119,0.000766,0.000306,0.000535,0.001006,4.40E-05,0.000306,0.000613,9.30E-05,0.000147,0.000766,0.001226,0,0.000166,0.000153,0.000875,0.000875,0,9.60E-05,0.000153,9.30E-05,0.000112,9.30E-05,0,0.000114,0,0.00011,0.000306,0.000153,0.001772,0.000147,0.000256,0.002685,0,4.40E-05,0.001668,0.002527,0.002527,0,4.40E-05,0,0.000306,0,0.001471,0.000166,0.000604,unsucc
0.001741,0.003482,0.001219,0.001393,0.000174,0.001219,0.000696,0.001567,0.001393,0.00087,0.002263,0.000348,0.001045,0.000281,0.000174,0.001567,0.001567,0.001219,0.000348,0.001741,0.000372,0.000174,0.000174,0.000421,0.000348,0.000579,0.00014,0.00014,0.000348,0.000696,0.00014,0.00014,0.000696,0.000281,0.000348,0.000522,0.00087,0.000348,0.000696,0.000174,0.000174,0.000174,0.000348,9.40E-05,0.000174,0.000289,0.000348,0,0.000434,0.000174,0.000283,0,0.000348,0.000348,0,0.000561,0.000522,0,0,0,0.000557,0.000348,0.000186,0.000289,0.001045,0.000421,0.000141,0,0.000372,0,0.000176,0,0.000182,0.000188,0.00014,0.000165,0,0,0.000118,0,0,0.000174,0.000174,0,0.000289,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.00302,0.000348,0.004455,0.00092,0,0,succ
0.002053,0.001263,0.000632,0.001263,0.000474,0.000632,0.000948,0.001105,0.000474,0.000316,0.000948,0.000158,0.001105,0.001421,0.000632,0.00079,0.000632,0.000474,0.00079,0.000948,0.000474,0.000228,0.001263,0.000158,0.002628,0.000158,0.000228,0.00079,0.000158,0.001263,0.00079,0.000114,0.000316,0.000474,0.000316,0.000158,0.000158,0.001142,0.001421,0.000457,0.000316,0.000228,0.000474,0.000158,0.00025,0.000685,0.000158,0.000166,0.000228,0.000474,0.000632,0,0.000158,0.000632,0.000119,0.000474,0.000474,0.000535,0,0,0.000158,0.000316,0.000158,8.30E-05,0.00079,0.000316,0,0.000166,0.000158,0.000166,0,0,9.60E-05,0.000632,0.000228,0.000215,0.000166,0,0.000114,0,0.00011,0.000158,0.000114,0.001772,8.30E-05,0.000256,0.002685,0,8.70E-05,0.001668,0.002527,0.002527,0,8.20E-05,0,0.000316,0,0.0002,0.000166,0.000604,unsucc
0.00165,0.001815,0.000495,0.001155,0.001155,0.000825,0.00033,0.00132,0.001485,0.00166,0.001815,0.000165,0.00066,0.000165,0.001485,0.00033,0.001485,0.00099,0.00066,0.000495,0.00066,0.000495,0.00033,0.00033,0.000165,0.000825,0.000294,0.000165,0.000495,0.00099,0.000495,0.000495,0.00099,0.000165,0.000495,0.002146,0.00033,0.000825,0.000165,0.000165,0.000165,0.000183,0.000165,0.000317,0.000165,0.000165,0.000165,0,0.000165,0.00066,9.80E-05,0,0.000165,0.000548,0,0.00033,0.000183,0,0,0,0.00066,0.000825,0.000183,9.80E-05,0.00066,0.000495,0.000141,0,0.00033,0,0.000176,0,0.000182,0.000165,0.000165,0.000165,0,0,0.000118,0,0,0.000495,0.000183,0,9.80E-05,0.00075,0,0,0.000139,0,0,0,0,0.000106,0,0.00033,0.004455,0.00092,0,0,succ
0.002431,0.003102,0.001719,0.003102,0.001006,0.000922,0.001048,0.000671,0.000629,0.001635,0.001425,0.000587,0.000796,0.00109,0.000964,0.000503,0.000461,0.000713,0.000251,0.000629,0.000251,0.000419,0.000754,0.000293,0.000168,0.001425,0.000293,0.000713,0.000335,0.000796,0.000335,0.000671,0.000503,0.000335,0.000754,0.000545,0.000629,0.000251,0.000671,0.000419,0.000335,0.000461,0.000671,0.001299,8.40E-05,0.000545,0.000168,0.000166,0.001509,0.000503,0.001719,0,0.000671,0.00021,0.000119,0.000503,0.000377,0.000535,0,0,0.00021,0.000377,0.000838,8.30E-05,0.000838,0.000335,0,0.000166,0.000293,0.000166,0,0,9.60E-05,0.000796,0.000228,0.000215,0.000166,0,0.000114,0,0.00011,0.000168,8.40E-05,0.001772,8.30E-05,0.000256,0.002685,0,8.70E-05,0.001668,0.002527,0.002527,0,8.20E-05,0,0.000251,0,4.20E-05,0.000166,0.000604,unsucc
0.001931,0.001668,0.001492,0.000966,0.000263,0.000966,0.000527,0.001053,0.001053,0.000263,0.000966,0.000263,0.000351,0.000351,0.000966,0.000966,0.000878,0.000615,0.000176,0.000351,0.000176,0.000263,0.000702,0.000615,0.000351,0.000351,0.000263,0.000351,0.000615,0.000439,0.000527,0.000527,0.000263,8.80E-05,0.000754,0.000702,0.000263,0.000966,0.000878,0.000263,8.80E-05,8.80E-05,8.80E-05,0.000176,8.80E-05,0.000351,8.80E-05,0.000166,0.001509,0.00079,8.80E-05,0,0.000263,8.80E-05,0.000119,0.001053,0.000263,0.000535,0,0,0.000527,0.000351,8.80E-05,8.30E-05,0.000176,8.80E-05,0,0.000166,0.000176,0.000166,0,0,9.60E-05,0.000796,0.000228,0.000215,0.000166,0,0.000114,0,0.00011,0.000176,8.40E-05,0.001772,8.30E-05,0.000256,0.002685,0,8.70E-05,0.001668,0.002527,0.002527,0,8.20E-05,0,0.000439,0,4.20E-05,0.000166,0.000604,unsucc
0.001379,0.001685,0.003524,0.000153,0.000613,0.001532,0.000766,0.000919,0.001226,0.000919,0.00046,0.000153,0.000153,0.001839,0.00046,0.000613,0.000613,0.000919,0.000153,0.000153,0.000919,0.000153,0.000536,0.001992,0.000153,0.000153,0.000766,0.001685,0.000766,0.000613,0.000268,0.000402,0.000306,0.001072,0.000153,0.000268,0.00046,0.000766,0.00046,0.000276,0.000153,0.000306,0.000766,0.000111,0.000153,0.000276,0.000268,0,0.000153,0.000153,0.000153,0,0.000766,0.00046,0,0.00046,0.000306,0,0,0,0.000153,0.000613,0.000134,0.000141,0.000613,0.000919,0.000141,0,0.000138,0,0,0,0,0.000134,0.000153,0.000138,0,0,0.000118,0,0,0.000306,0.000431,0,0.000141,0,0,0,0.000139,0,0,0,0,0.000613,0,0.00046,0.004455,0,0,0,succ
0.003078,0.002518,0.001213,0.001026,0.000839,0.001679,0.000653,0.001213,0.001119,0.00056,0.001306,9.30E-05,0.000466,0.000746,0.000466,0.000839,0.001492,0.000187,0.000653,0.000839,0.000187,0.00028,0.000466,9.30E-05,0.000466,0.000187,0.000187,0.000187,0.000373,0.000839,0.000466,0.000187,0.00056,0.000373,0.000653,0.000653,0.00056,0.000193,9.30E-05,0.000187,0.00028,0.000373,0.000187,0.000256,0.00028,0.000187,0.000187,8.90E-05,0.000193,0.000466,0.000187,0,9.30E-05,0.000187,0,0.000933,0.000373,0,0,0,0.00028,0.000466,9.30E-05,9.30E-05,0.000839,0.000187,0,8.90E-05,0.000313,8.90E-05,0,0,9.60E-05,9.30E-05,0.000373,0,8.90E-05,0,0,0,0.00011,9.30E-05,0.000187,0.001772,9.30E-05,0,0,0,0.002074,0.001668,0,0,0,0.00044,0,0.000373,0,0,0.001564,0.002896,unsucc
0.001848,0.002002,0.000616,0.002079,0.00231,0.001078,0.000924,0.000847,0.001001,0.000231,0.002849,0.000385,0.001078,0.000154,0.000924,7.70E-05,0.001078,0.001078,0.000924,0.00077,0.001694,0.000847,0.000462,7.70E-05,7.70E-05,0.001155,0.000308,0.000462,0.000385,0.000847,0.00077,0.000231,0.001232,0.000231,0.001001,0.000693,0.001232,0.000231,0.000231,0.001232,0.000693,0.001078,0.000539,0.000154,0.000154,0.000154,7.70E-05,8.90E-05,0.000462,0.000308,0.001001,0,0.000385,0.000462,0,0.001155,0.000231,0,0,0,0.000539,0.000308,0.000231,8.20E-05,0.000308,0.000308,0,8.90E-05,0.000179,8.90E-05,0,0,9.60E-05,0.000231,0.000186,9.00E-05,8.90E-05,0,0,0,0.00011,0.000154,0.000179,0.001772,8.20E-05,0,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.000231,0,0,0.001564,0.002896,unsucc
0.002074,0.000518,0.000259,0.001944,0.001685,0.000518,0.000518,0.000389,0.001685,0.000137,0.00013,0.000389,0.001092,0.000389,0.000259,0.000389,0.000648,0.000259,0.000259,0.00013,0.001166,0.000518,0.00013,0.000259,0.000648,0.000778,0.000259,0.000259,0.000389,0.000778,0.00013,0.000648,0.00013,0.000518,0.00013,0.000259,0.000683,0.000259,0.00013,0.00013,0.00013,0.000611,0.00013,0.000118,0.00013,0.000137,0.00013,0,0.000317,0.000389,0.00013,0,0.000389,0.00013,0,0.00041,0.000518,0,0,0,0.00013,0.000259,0.000137,0.000118,0.00013,0.000546,0,0,0.000264,0,0,0,0,0.000137,0.00013,0.000138,0,0,0.000118,0,0,0.000389,0.000273,0,0.000118,0,0,0,0.000139,0,0,0,0,0,0,0.000259,0,0,0,0,succ
0.002185,0.002185,0.000546,0.000956,0.001229,0.002458,0.000956,0.002185,0.000683,0.000137,0.001092,0.00041,0.001092,0.000273,0.001366,0.001092,0.000683,0.000819,0.000956,0.001229,0.000819,0.000546,0.000635,0.00041,0.000137,0.00041,0.00041,0.000137,0.00041,0.000683,0.000137,0.000137,0.00041,0.000273,0.000819,0.000273,0.000683,0.000159,0.00041,0.000273,0.000819,0.000611,0.000635,0.000118,0.000273,0.000137,0.000137,0,0.000317,0.000819,0.000159,0,0.001092,0.000137,0,0.00041,0.00041,0,0,0,0.00041,0.000273,0.000137,0.000118,0.000137,0.000546,0,0,0.000264,0,0,0,0,0.000137,0.000295,0.000138,0,0,0.000118,0,0,0.000137,0.000273,0,0.000118,0,0,0,0.000139,0,0,0,0,0,0,0.000273,0,0,0,0,succ
0.002968,0.002077,0.004452,0.002077,0.001929,0.001336,0.002523,0.000594,0.000445,0.001039,0.001484,0.000148,0.000594,0.000594,0.000445,0.00089,0.000594,0.000445,0.000445,0.000742,0.000148,0.000594,0.000148,0.000148,0.001187,0.000212,0.000148,0.000445,0.002226,0.000297,0.000445,0.000518,0.00089,0.000259,0.000742,0.001039,0.001336,0.000148,0.000594,0.000445,0.000297,0.000777,8.60E-05,8.70E-05,0.000173,0.000297,0.00089,0.00015,0.000106,0.000594,0.000173,0.001686,0.000148,0.000297,0.000119,0.000297,0.000173,0.000535,0.001006,4.40E-05,0.000445,0.00089,0.000148,0.000345,0.000742,0.000445,0,0.000166,0.000445,0.000875,0.000875,0.000212,9.60E-05,0.000262,8.60E-05,0.000112,0.000147,0,9.00E-05,0.00193,0.00011,0.000345,8.60E-05,0.001772,0.000345,0.000256,0.002685,0.001823,4.40E-05,0.001668,0.002527,0.002527,4.00E-05,0.000189,0,0.00089,0,0.001471,0.000166,0.000604,unsucc
0.004038,0.001196,0.001944,0.000897,0.001944,0.001047,0.001196,0.000598,0.001495,0.000449,0.001047,0.000449,0.000748,0.00015,0.001196,0.000598,0.000299,0.001047,0.001196,0.001196,9.00E-05,0.001346,0.000449,0.000299,0.000449,9.00E-05,0.000299,0.001823,0.000598,0.001346,0.000449,0.000271,0.000598,0.000598,0.000449,0.000598,0.000748,0.000598,0.00015,0.000598,0.000897,0.00015,0.00015,0.000214,0.000429,0.00015,0.00015,0.00015,0.000299,0.001047,0.000299,0.001686,0.000449,9.00E-05,0.000119,0.000449,0.00015,0.000535,0.001006,4.40E-05,0.001047,0.001173,0.000598,9.00E-05,0.000748,0.000751,0,0.000166,0.00015,0.000875,0.000875,0,9.60E-05,0.00015,0.00015,0.000112,0.000133,0,9.00E-05,0.00193,0.00011,0.000107,0.000449,0.001772,9.00E-05,0.000256,0.002685,0.001823,4.40E-05,0.001668,0.002527,0.002527,4.00E-05,0.000189,0,0.000897,0,0.001471,0.000166,0.000604,unsucc
0.00126,0.002941,0.00063,0.00042,0.00063,0.00126,0.00063,0.00063,0.0021,0.00021,0.00084,0.00063,0.00021,0.00063,0.00189,0.00084,0.00105,0.00063,0.00084,0.00231,0.000791,0.00063,0.00084,0.00021,0.00042,0.000988,0.00084,0.00042,0.00042,0.00063,0.00126,0.00021,0.00063,0.00021,0.00021,0.00063,0.00021,0.00063,0.00021,0.000155,0.00063,0.00084,0.000692,0.00016,0.00168,0.00021,0.000198,0,0.000135,0.00021,9.90E-05,0,0.00063,0.00021,0,0.00105,0.00021,0,0,0.000135,0.00042,0.00126,9.90E-05,0.00021,0.00063,0.00021,0.000141,0,9.90E-05,0,0.000176,0,0.000182,0.000155,0.000198,9.90E-05,0.000186,0,0.000118,0,0,0.00084,9.90E-05,0,0.00021,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.000719,0.00063,0.004455,0.00092,0,0,succ
0.003938,0.001313,0.00075,0.0015,0.003,0.001125,0.002438,0.002063,0.00225,0.001313,0.00075,0.000188,0.000938,0.001315,0.000563,0.001688,0.00075,0.001125,0.000729,0.000188,0.001641,0.000375,0.000938,0.000938,0.000563,0.000547,0.000188,0.000182,0.000375,0.000938,0.001196,0.000188,0.000188,0.000188,0.000188,0.000375,0.000188,0.001313,0.000188,0.000182,0.000563,0.000365,0.000188,0.000182,0.000135,0.000182,0.000188,0,0.000375,0.000563,0.00012,0,0.000188,0.000182,0,0.00075,0.000188,0,0,0,0.000912,0.00075,0.000182,0.000176,0.000563,0.000365,0.000141,0,0.00012,0,0.000176,0,0.000182,0.000375,0.000188,0.000138,0,0,0.000118,0,0,0.000605,0.000177,0,0.000176,0.00075,0,0,0.000139,0,0,0,0,0.000613,0,0.000188,0.004455,0.001315,0,0,succ
0.002643,0.002984,0.000938,0.002216,0.003069,0.001449,0.000938,0.00179,0.000597,0.000767,0.001364,0.000341,0.000938,0.001023,0.000426,0.000767,0.000682,0.000767,0.000682,0.000511,0.000341,0.001961,0.000511,0.00017,0.000341,0.000153,0.000597,0.000682,0.000153,0.000852,8.50E-05,0.000426,0.000597,0.000341,0.001449,0.000938,0.000767,0.000256,0.00017,0.001449,0.00017,0.000305,0.000597,0.000256,0.000458,0.000341,0.000153,0,0.000511,0.000426,0.001193,0,0.000341,0.000426,0,8.50E-05,0.000597,0,0,0,0.000511,0.000153,0.00017,8.50E-05,0.00017,8.50E-05,0,0.002301,8.50E-05,0,0,0,9.60E-05,0.00017,0.000219,0,0,0,0,0,0.00011,8.50E-05,0.000611,0,8.50E-05,0,0,0,0,0,0,0,0,0.00044,0,0.000511,0,0,0,0,unsucc
0.004126,0.001746,0.002698,0.001428,0.001904,0.001111,0.001587,0.000635,0.000635,0.000635,0.000952,0.000159,0.000476,0.000611,0.000635,0.001111,0.000635,0.001746,0.000317,0.000635,0.000159,0.001904,0.000635,0.000738,0.000635,0.000943,0.000306,0.000611,0.000794,0.000952,0.000886,0.000317,0.000476,0.000153,0.00127,0.000476,0.000635,0.000159,0.001111,0.000317,0.000476,0.000611,0.000635,0.000118,0.000159,0.000132,0.000794,0,0.000317,0.000476,0.000159,0,0.000159,0.000159,0,0.000159,0.000635,0,0,0,0.000635,0.000159,0.000159,0.000118,0.001111,0.000295,0,0,0.000264,0,0,0,0,0.000159,0.000295,0.000138,0,0,0.000118,0,0,0.000159,0.000611,0,0.000118,0,0,0,0.000139,0,0,0,0,0,0,0.000317,0,0,0,0,succ
0.002133,0.000978,0.000711,0.001511,0.000978,0.000711,0.000711,0.000978,0.000444,0.001244,0.001155,8.90E-05,0.000444,0.000444,0.000444,0.000444,0.000978,0.000267,0.000533,0.000889,0.000444,0.000444,0.000356,8.90E-05,0.000444,0.001226,0.000178,0.000178,0.000267,0.000267,0.000178,0.000178,0.001155,0.000267,0.000267,0.000622,0.000711,0.000889,0.000444,0.00063,0.00021,0.000356,0.000889,0.000175,0.000178,0.000356,8.90E-05,8.90E-05,8.90E-05,0.000711,0.000175,0,8.90E-05,0.000978,0.000119,0.000356,0.000178,0.000535,0,0,0.000356,0.000444,0.000876,9.40E-05,8.90E-05,0.00042,0,8.90E-05,8.90E-05,8.90E-05,0,0,9.60E-05,8.90E-05,8.90E-05,0.000151,8.90E-05,0,0,0,0.00011,0.000978,0.000178,0.001772,9.40E-05,0.000256,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.000178,0,0.0002,0.001564,0.000604,unsucc
0.002242,0.001714,0.001582,0.001714,0.001582,0.001319,0.000396,0.001582,0.001187,0.000527,0.001714,0.000396,0.000791,0.001334,0.001055,0.000791,0.00145,0.001187,0.000923,0.001319,0.000264,0.000659,0.000659,0.000572,0.000381,0.001187,0.000132,0.000132,0.001055,0.000396,0.000132,0.000264,0.000791,0.000191,0.000527,0.000923,0.000396,0.000396,0.000132,0.000659,0.001055,0.000791,0.000264,0.000264,0.000191,0.000191,0.000527,0,0.000381,0.000659,0.000264,0,0.000396,0.000659,0,0.000527,0.000264,0,0,0.000135,0.000527,0.000923,0.000132,0.00021,0.000791,0.000953,0.000141,0,9.90E-05,0,0.000176,0,0.000182,0.000132,0.001152,9.90E-05,0.000186,0,0.000118,0,0,0.000923,0.000132,0,0.00021,0.00075,0,0,0.000139,0,0,0,0,0.000162,0.000719,0.000527,0.004455,0.00092,0,0,succ
0.004232,0.001209,0.002591,0.001382,0.002159,0.001555,0.0019,0.001123,0.001814,0.001123,0.000691,0.000518,0.000691,0.000259,0.001209,0.001727,0.000518,0.000691,0.001036,0.000432,8.60E-05,0.000345,0.001209,8.60E-05,0.000345,0.000212,0.000259,0.000259,0.000777,0.000691,0.000345,0.000518,0.000605,0.000259,0.000691,0.000518,8.60E-05,0.000518,0.000605,8.60E-05,0.000777,0.000777,8.60E-05,8.70E-05,0.000173,0.000174,0.001555,0.00015,0.000106,0.000691,0.000173,0.001686,0.000691,0.000259,0.000119,0.000173,0.000173,0.000535,0.001006,4.40E-05,0.000345,0.000605,0.000259,0.000345,0.000345,0.000174,0,0.000166,0.000345,0.000875,0.000875,0.000212,9.60E-05,0.000262,8.60E-05,0.000112,0.000147,0,9.00E-05,0.00193,0.00011,0.000345,8.60E-05,0.001772,0.000345,0.000256,0.002685,0.001823,4.40E-05,0.001668,0.002527,0.002527,4.00E-05,0.000189,0,0.000173,0,0.001471,0.000166,0.000604,unsucc
0.00084,0.00147,0.00042,0.00021,0.00021,0.00105,0.00021,0.002309,0.00042,0.00063,0.00021,0.00063,0.00021,0.00105,0.00042,0.00042,0.00063,0.00105,0.00021,0.00042,6.70E-05,0.00063,0.000551,0.00126,0.00035,0.001226,0.00042,0.000525,0.00063,0.00042,0.001226,0.00021,0.00021,0.00063,0.00063,0.00042,0.00021,0.00021,0.00021,0.00063,0.00021,0.000876,0.00021,0.000175,0.000367,0.00063,0.00021,8.90E-05,0.001051,0.00084,0.000175,0,0.00063,0.0021,0.000119,0.00042,0.00042,0.000535,0,0,0.000367,0.00021,0.000876,9.40E-05,0.00021,0.00042,0,8.90E-05,0.000367,8.90E-05,0,0,9.60E-05,9.90E-05,0.000264,0.000151,8.90E-05,0,0,0,0.00011,0.000396,0.000264,0.001772,9.40E-05,0.000256,0,0,8.70E-05,0.001668,0,0,0,8.20E-05,0,0.000184,0,0.0002,0.001564,0.000604,unsucc
