小说名,想,走,说道,笑,太,听,吃,时间,住,东西,钱,事情,脸,找,想到,坐,站,心中,名,回,发现,感觉,跑,第一,身体,身上,声音,眼睛,岁,地方,条,世界,听到,气,问道,件,脸上,自然,喝,穿,回来,杀,明白,儿子,干,终于,皇帝,买,兄弟,只能,一阵,孩子,众人,公子,之中,父亲,来到,说话,掉,手中,块,大人,面前,地上,将军,系统,不错,少年,眼前,目光,肯定,刀,字,刚刚,离开,副,卖,小子,送,少爷,曹操,实在,女人,算是,情况,好像,母亲,拉,大哥,水,穿越,写,家伙,身边,落,停,士兵,李,力量,不好,书,回去,办法,历史,王,时代,修炼,米,哥哥,丝,很快,娘,飞,名字,微微,身后,只见,小姐,喜欢,跳,夫人,远,机会,拍,喊,剑,酒,抓,女子,女孩,衣服,便是,旁边,连忙,发生,女,游戏,脑袋,工作,男子,生活,告诉,少女,姑娘,摇,男人,原本,股,仿佛,传来,学,银子,张搴,天下,老师,本来,床,老爷,公司,抱,速度,乱,跟着,同学,弄,魔法,能力,部落,吕布,抬,刘备,弟子,见到,陛下,露出,开口,回到,找到,外面,慢慢,学生,贾环,白七,实力,发,希望,脸色,家里,朋友,楼,手里,胖子,赶紧,玩,皇上,中国,此刻,身份,份,今日,class
三国之蜀汉我做主,0.000848,0.00017,0.000121,0.000509,0.000412,0.000218,0.000388,0.000218,0.000291,0.000218,0.702249,4.80E-05,0.000194,9.70E-05,0.000315,0.000242,0.000267,0.000121,4.80E-05,0.000194,2.40E-05,2.40E-05,7.30E-05,2.40E-05,0.00017,7.30E-05,0.000194,0.000194,0.000145,2.40E-05,7.30E-05,0.702249,0.000121,0.00017,7.30E-05,0.000194,9.70E-05,4.80E-05,0.000121,4.80E-05,0.000194,0.702249,2.40E-05,7.30E-05,4.80E-05,4.80E-05,2.40E-05,0.702249,4.80E-05,9.70E-05,7.30E-05,2.40E-05,2.40E-05,7.30E-05,9.70E-05,2.40E-05,9.70E-05,9.70E-05,2.40E-05,4.80E-05,0.702249,0.001284,2.40E-05,2.40E-05,2.40E-05,0.702249,2.40E-05,7.30E-05,0.000145,2.40E-05,2.40E-05,0.702249,4.80E-05,0.000291,4.80E-05,4.80E-05,4.80E-05,7.30E-05,2.40E-05,0.000218,0.702249,0.000509,2.40E-05,0.000218,4.80E-05,0.000218,2.40E-05,9.70E-05,2.40E-05,0.000145,4.80E-05,7.30E-05,4.80E-05,2.40E-05,2.40E-05,2.40E-05,0.702249,0.702249,2.40E-05,0.000121,7.30E-05,4.80E-05,9.70E-05,7.30E-05,0.702249,7.30E-05,0.000121,0.702249,2.40E-05,0.000194,9.70E-05,0.702249,7.30E-05,4.80E-05,2.40E-05,4.80E-05,9.70E-05,0.00017,4.80E-05,0.702249,0.001599,7.30E-05,7.30E-05,7.30E-05,0.702249,0.000291,0.000339,0.702249,2.40E-05,0.702249,0.000194,0.007876,4.80E-05,9.70E-05,2.40E-05,0.702249,0.702249,2.40E-05,2.40E-05,7.30E-05,2.40E-05,2.40E-05,0.000218,0.702249,0.000194,0.00017,2.40E-05,7.30E-05,2.40E-05,4.80E-05,0.000412,7.30E-05,9.70E-05,4.80E-05,7.30E-05,4.80E-05,0.000121,7.30E-05,0.702249,4.80E-05,9.70E-05,7.30E-05,4.80E-05,2.40E-05,0.000145,0.702249,0.000848,2.40E-05,0.702249,0.000121,4.80E-05,7.30E-05,4.80E-05,0.000824,2.40E-05,2.40E-05,0.000194,9.70E-05,2.40E-05,2.40E-05,2.40E-05,0.702249,2.40E-05,2.40E-05,2.40E-05,2.40E-05,4.80E-05,4.80E-05,0.702249,0.702249,4.80E-05,7.30E-05,2.40E-05,0.702249,0.000969,4.80E-05,2.40E-05,2.40E-05,2.40E-05,2.40E-05,succ
三国之天下至尊,0.000413,0.00045,0.000375,0.000206,0.000281,0.00015,0.000206,9.40E-05,0.000206,5.60E-05,0.705378,9.40E-05,0.000169,3.80E-05,0.000413,5.60E-05,0.00015,3.80E-05,9.40E-05,9.40E-05,7.50E-05,3.80E-05,0.000206,0.000281,7.50E-05,7.50E-05,7.50E-05,9.40E-05,0.000319,1.90E-05,0.000319,3.80E-05,0.00015,0.000131,1.90E-05,0.000263,3.80E-05,1.90E-05,1.90E-05,0.000113,9.40E-05,7.50E-05,1.90E-05,0.000413,7.50E-05,0.000188,5.60E-05,1.90E-05,9.40E-05,0.000131,9.40E-05,7.50E-05,7.50E-05,0.705378,5.60E-05,1.90E-05,0.000131,0.000131,3.80E-05,3.80E-05,0.705378,1.90E-05,3.80E-05,1.90E-05,7.50E-05,7.50E-05,3.80E-05,9.40E-05,9.40E-05,1.90E-05,1.90E-05,0.0003,1.90E-05,1.90E-05,1.90E-05,0.705378,3.80E-05,0.0006,7.50E-05,9.40E-05,0.000131,0.000113,3.80E-05,5.60E-05,0.000188,0.000169,1.90E-05,1.90E-05,3.80E-05,9.40E-05,0.000113,3.80E-05,0.000169,3.80E-05,9.40E-05,3.80E-05,0.000206,0.705378,3.80E-05,3.80E-05,0.705378,9.40E-05,3.80E-05,0.000244,1.90E-05,0.000188,1.90E-05,0.705378,3.80E-05,7.50E-05,9.40E-05,0.705378,7.50E-05,1.90E-05,1.90E-05,3.80E-05,3.80E-05,0.0006,1.90E-05,3.80E-05,7.50E-05,1.90E-05,9.40E-05,0.705378,5.60E-05,3.80E-05,9.40E-05,7.50E-05,3.80E-05,0.705378,1.90E-05,5.60E-05,1.90E-05,1.90E-05,5.60E-05,0.705378,1.90E-05,5.60E-05,1.90E-05,1.90E-05,1.90E-05,0.705378,9.40E-05,0.705378,1.90E-05,3.80E-05,5.60E-05,7.50E-05,0.000263,3.80E-05,0.000225,0.705378,9.40E-05,0.000169,1.90E-05,0.000113,0.705378,0.000131,0.705378,9.40E-05,1.90E-05,1.90E-05,5.60E-05,0.000225,1.90E-05,3.80E-05,3.80E-05,3.80E-05,5.60E-05,1.90E-05,0.000263,7.50E-05,3.80E-05,0.000582,7.50E-05,9.40E-05,1.90E-05,1.90E-05,1.90E-05,5.60E-05,1.90E-05,0.705378,0.00015,3.80E-05,7.50E-05,5.60E-05,3.80E-05,5.60E-05,1.90E-05,0.705378,3.80E-05,0.705378,1.90E-05,0.000131,0.000769,3.80E-05,0.000188,1.90E-05,1.90E-05,1.90E-05,succ
三国之我本凡人,0.000817,0.000864,0.000607,0.000701,0.00028,0.000374,0.00028,0.000234,9.30E-05,0.000234,4.70E-05,0.000187,0.000444,0.000327,9.30E-05,0.000327,0.000234,7.00E-05,2.30E-05,7.00E-05,2.30E-05,2.30E-05,4.70E-05,0.00021,0.000257,2.30E-05,0.000163,2.30E-05,0.000163,0.000257,9.30E-05,0.00035,0.000374,0.000187,0.00014,0.000117,4.70E-05,2.30E-05,2.30E-05,0.000187,2.30E-05,2.30E-05,2.30E-05,2.30E-05,0.000187,0.000117,2.30E-05,2.30E-05,2.30E-05,9.30E-05,2.30E-05,2.30E-05,4.70E-05,0.000234,0.00014,4.70E-05,7.00E-05,0.000234,2.30E-05,0.000117,4.70E-05,0.000561,0.00014,0.000234,0.000163,0.706375,2.30E-05,4.70E-05,9.30E-05,7.00E-05,4.70E-05,0.706375,7.00E-05,2.30E-05,2.30E-05,0.000117,7.00E-05,0.000187,0.000117,4.70E-05,0.706375,2.30E-05,4.70E-05,9.30E-05,7.00E-05,9.30E-05,0.706375,2.30E-05,2.30E-05,0.00014,0.000163,7.00E-05,0.000163,4.70E-05,0.706375,2.30E-05,0.706375,4.70E-05,4.70E-05,7.00E-05,0.706375,4.70E-05,2.30E-05,2.30E-05,0.000117,2.30E-05,2.30E-05,9.30E-05,2.30E-05,0.000444,0.000163,2.30E-05,9.30E-05,2.30E-05,7.00E-05,2.30E-05,9.30E-05,7.00E-05,7.00E-05,2.30E-05,0.002172,0.00014,2.30E-05,7.00E-05,7.00E-05,0.706375,0.706375,0.706375,9.30E-05,2.30E-05,0.000187,0.000117,0.706375,2.30E-05,2.30E-05,0.706375,0.706375,2.30E-05,2.30E-05,2.30E-05,2.30E-05,0.00021,4.70E-05,2.30E-05,0.000187,2.30E-05,2.30E-05,2.30E-05,0.000187,4.70E-05,0.000163,0.706375,9.30E-05,9.30E-05,2.30E-05,2.30E-05,7.00E-05,2.30E-05,0.706375,4.70E-05,2.30E-05,0.000117,7.00E-05,0.000117,0.000117,2.30E-05,4.70E-05,0.706375,9.30E-05,4.70E-05,0.706375,2.30E-05,0.000187,0.000257,0.000327,4.70E-05,7.00E-05,4.70E-05,9.30E-05,4.70E-05,2.30E-05,0.706375,0.000234,2.30E-05,0.706375,2.30E-05,2.30E-05,0.000117,0.706375,2.30E-05,0.000117,2.30E-05,2.30E-05,2.30E-05,0.000701,9.30E-05,2.30E-05,2.30E-05,2.30E-05,2.30E-05,unsucc
三国之席卷天下,0.000792,0.000686,0.000792,0.00044,0.000334,0.00037,0.000106,0.000123,0.000141,0.000106,0.000229,0.000123,1.80E-05,0.000229,0.000282,5.30E-05,0.000246,8.80E-05,0.000264,0.000123,1.80E-05,1.80E-05,0.000141,0.000229,0.000229,0.000176,7.00E-05,8.80E-05,0.707991,3.50E-05,0.000106,3.50E-05,0.000176,8.80E-05,0.000176,3.50E-05,1.80E-05,8.80E-05,0.000141,0.000106,7.00E-05,0.000158,1.80E-05,5.30E-05,7.00E-05,0.000106,0.707991,0.000106,7.00E-05,7.00E-05,7.00E-05,5.30E-05,5.30E-05,1.80E-05,3.50E-05,3.50E-05,0.000106,8.80E-05,3.50E-05,5.30E-05,0.000106,0.000211,1.80E-05,7.00E-05,1.80E-05,0.707991,1.80E-05,0.000106,5.30E-05,7.00E-05,1.80E-05,0.707991,0.000158,3.50E-05,0.000211,5.30E-05,0.707991,5.30E-05,3.50E-05,0.000106,0.707991,1.80E-05,5.30E-05,7.00E-05,0.000123,0.000176,0.707991,0.707991,0.000264,1.80E-05,5.30E-05,5.30E-05,3.50E-05,1.80E-05,8.80E-05,0.707991,0.707991,0.707991,7.00E-05,5.30E-05,0.000106,3.50E-05,1.80E-05,0.707991,0.707991,1.80E-05,0.707991,0.707991,0.707991,1.80E-05,7.00E-05,1.80E-05,3.50E-05,5.30E-05,0.000229,3.50E-05,1.80E-05,7.00E-05,1.80E-05,3.50E-05,1.80E-05,8.80E-05,0.000211,0.707991,0.000141,1.80E-05,5.30E-05,3.50E-05,5.30E-05,1.80E-05,8.80E-05,3.50E-05,1.80E-05,1.80E-05,1.80E-05,5.30E-05,1.80E-05,3.50E-05,3.50E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,0.707991,1.80E-05,1.80E-05,1.80E-05,0.707991,3.50E-05,0.000106,5.30E-05,7.00E-05,0.000141,3.50E-05,1.80E-05,0.707991,3.50E-05,3.50E-05,5.30E-05,3.50E-05,0.000334,8.80E-05,1.80E-05,1.80E-05,1.80E-05,1.80E-05,8.80E-05,1.80E-05,5.30E-05,1.80E-05,5.30E-05,8.80E-05,0.000581,1.80E-05,0.000123,7.00E-05,8.80E-05,5.30E-05,1.80E-05,7.00E-05,0.707991,7.00E-05,5.30E-05,1.80E-05,8.80E-05,1.80E-05,1.80E-05,5.30E-05,0.707991,5.30E-05,5.30E-05,7.00E-05,1.80E-05,0.001601,8.80E-05,0.000106,3.50E-05,3.50E-05,3.50E-05,succ
三国之席卷天下II,0.000477,0.000789,8.30E-05,0.00027,0.000519,0.000228,8.30E-05,4.20E-05,0.000166,2.10E-05,6.20E-05,2.10E-05,0.000249,0.000187,0.000415,6.20E-05,6.20E-05,0.000104,0.000145,4.20E-05,6.20E-05,4.20E-05,0.000581,0.000208,2.10E-05,0.000145,6.20E-05,0.00027,2.10E-05,4.20E-05,8.30E-05,0.000125,0.000145,6.20E-05,6.20E-05,6.20E-05,6.20E-05,4.20E-05,4.20E-05,0.00027,4.20E-05,0.000996,8.30E-05,4.20E-05,4.20E-05,0.000104,8.30E-05,0.714642,4.20E-05,4.20E-05,0.000706,0.000187,4.20E-05,2.10E-05,0.000125,4.20E-05,0.000166,2.10E-05,4.20E-05,0.000125,2.10E-05,4.20E-05,4.20E-05,0.000104,6.20E-05,0.714642,4.20E-05,0.000125,6.20E-05,0.000125,2.10E-05,0.000208,8.30E-05,6.20E-05,2.10E-05,0.00027,0.714642,0.000104,0.000104,0.000125,6.20E-05,0.002263,0.002367,2.10E-05,2.10E-05,2.10E-05,0.714642,0.000104,0.000125,2.10E-05,0.00027,8.30E-05,4.20E-05,4.20E-05,0.000125,8.30E-05,4.20E-05,0.714642,2.10E-05,6.20E-05,0.714642,4.20E-05,2.10E-05,0.000187,2.10E-05,2.10E-05,2.10E-05,2.10E-05,0.714642,0.714642,6.20E-05,0.714642,0.000208,6.20E-05,2.10E-05,0.000145,0.000249,0.00027,0.714642,0.000125,0.002367,0.000166,0.00027,0.000228,0.000353,0.000208,0.714642,8.30E-05,0.000187,0.714642,2.10E-05,4.20E-05,2.10E-05,0.000104,6.20E-05,0.714642,0.714642,0.714642,4.20E-05,0.000187,6.20E-05,8.30E-05,0.000125,0.714642,8.30E-05,0.002367,8.30E-05,0.714642,2.10E-05,4.20E-05,2.10E-05,0.000187,4.20E-05,0.000228,0.714642,2.10E-05,0.714642,0.000166,0.714642,0.000332,2.10E-05,0.000291,0.000208,2.10E-05,4.20E-05,0.714642,2.10E-05,2.10E-05,0.714642,6.20E-05,0.000104,0.000187,0.000353,2.10E-05,6.20E-05,2.10E-05,4.20E-05,8.30E-05,6.20E-05,4.20E-05,2.10E-05,0.714642,2.10E-05,2.10E-05,6.20E-05,0.000415,4.20E-05,4.20E-05,0.714642,0.714642,0.000145,0.000187,2.10E-05,6.20E-05,0.001474,0.000187,0.000187,2.10E-05,2.10E-05,6.20E-05,succ
三国之袁家庶子,0.000418,0.000395,0.000186,0.000256,0.000418,7.00E-05,0.000209,7.00E-05,7.00E-05,2.30E-05,7.00E-05,2.30E-05,9.30E-05,0.000116,0.000372,0.000116,4.60E-05,0.000116,0.000325,7.00E-05,7.00E-05,4.60E-05,0.000232,7.00E-05,7.00E-05,7.00E-05,0.000186,0.000139,4.60E-05,2.30E-05,0.000139,0.000209,7.00E-05,7.00E-05,4.60E-05,0.000488,9.30E-05,2.30E-05,0.705586,7.00E-05,7.00E-05,0.705586,2.30E-05,0.000163,7.00E-05,2.30E-05,0.705586,0.705586,7.00E-05,4.60E-05,0.000186,9.30E-05,0.000163,0.000256,4.60E-05,2.30E-05,0.000163,0.000139,2.30E-05,4.60E-05,0.000139,9.30E-05,4.60E-05,0.000558,0.000139,2.30E-05,4.60E-05,4.60E-05,4.60E-05,2.30E-05,2.30E-05,0.705586,2.30E-05,9.30E-05,4.60E-05,0.000163,0.705586,0.000139,0.000325,4.60E-05,2.30E-05,7.00E-05,0.001301,2.30E-05,2.30E-05,4.60E-05,4.60E-05,2.30E-05,0.000976,4.60E-05,7.00E-05,0.705586,7.00E-05,2.30E-05,4.60E-05,4.60E-05,7.00E-05,0.705586,2.30E-05,0.000209,0.705586,7.00E-05,2.30E-05,7.00E-05,0.705586,7.00E-05,2.30E-05,0.705586,0.705586,9.30E-05,2.30E-05,0.705586,0.705586,2.30E-05,0.000116,7.00E-05,0.000139,0.000186,0.705586,0.705586,0.001301,2.30E-05,0.000232,9.30E-05,2.30E-05,0.705586,0.705586,2.30E-05,0.705586,0.705586,0.705586,7.00E-05,2.30E-05,0.000116,7.00E-05,0.705586,0.705586,2.30E-05,7.00E-05,2.30E-05,4.60E-05,2.30E-05,4.60E-05,0.705586,4.60E-05,2.30E-05,2.30E-05,4.60E-05,0.000186,9.30E-05,4.60E-05,0.705586,2.30E-05,4.60E-05,2.30E-05,2.30E-05,0.705586,2.30E-05,0.705586,2.30E-05,0.705586,7.00E-05,2.30E-05,4.60E-05,4.60E-05,2.30E-05,2.30E-05,2.30E-05,0.705586,4.60E-05,2.30E-05,9.30E-05,7.00E-05,0.000697,2.30E-05,7.00E-05,2.30E-05,4.60E-05,4.60E-05,7.00E-05,4.60E-05,0.705586,2.30E-05,2.30E-05,7.00E-05,2.30E-05,9.30E-05,0.000186,0.705586,2.30E-05,0.000186,0.705586,7.00E-05,0.705586,0.000558,0.001487,4.60E-05,7.00E-05,7.00E-05,4.60E-05,succ
三国之袁家我做主,0.000416,0.000399,0.000139,0.000139,0.000208,0.000173,0.000312,3.50E-05,0.000104,3.50E-05,0.000139,1.70E-05,0.000191,8.70E-05,6.90E-05,1.70E-05,1.70E-05,0.000225,0.71177,0.000121,3.50E-05,1.70E-05,0.000208,0.000121,0.000139,0.000156,1.70E-05,0.000173,1.70E-05,3.50E-05,5.20E-05,3.50E-05,0.000156,5.20E-05,3.50E-05,3.50E-05,6.90E-05,3.50E-05,0.000277,0.000121,0.000121,0.000763,8.70E-05,1.70E-05,0.000121,8.70E-05,0.71177,1.70E-05,5.20E-05,0.000243,3.50E-05,1.70E-05,0.001803,1.70E-05,0.00104,0.000173,6.90E-05,3.50E-05,0.000329,8.70E-05,5.20E-05,1.70E-05,1.70E-05,0.000156,1.70E-05,6.90E-05,3.50E-05,0.000121,1.70E-05,5.20E-05,6.90E-05,0.71177,6.90E-05,5.20E-05,5.20E-05,0.71177,1.70E-05,1.70E-05,1.70E-05,0.000121,1.70E-05,1.70E-05,1.70E-05,3.50E-05,6.90E-05,1.70E-05,0.71177,3.50E-05,5.20E-05,5.20E-05,0.000104,1.70E-05,5.20E-05,0.000104,0.000173,0.000104,6.90E-05,0.71177,3.50E-05,0.000104,0.71177,0.000121,3.50E-05,5.20E-05,3.50E-05,1.70E-05,0.71177,0.000191,3.50E-05,3.50E-05,0.000156,0.71177,0.000121,3.50E-05,1.70E-05,5.20E-05,3.50E-05,0.000277,6.90E-05,0.000121,0.001803,0.000139,0.000173,6.90E-05,1.70E-05,0.000277,0.71177,3.50E-05,1.70E-05,1.70E-05,1.70E-05,3.50E-05,3.50E-05,1.70E-05,3.50E-05,1.70E-05,5.20E-05,1.70E-05,5.20E-05,1.70E-05,3.50E-05,3.50E-05,1.70E-05,0.71177,3.50E-05,0.001803,6.90E-05,5.20E-05,8.70E-05,0.000104,5.20E-05,1.70E-05,0.000104,1.70E-05,1.70E-05,1.70E-05,1.70E-05,0.71177,0.71177,0.71177,0.000312,3.50E-05,0.000139,5.20E-05,3.50E-05,6.90E-05,3.50E-05,0.000173,0.71177,5.20E-05,0.71177,1.70E-05,1.70E-05,0.000607,3.50E-05,5.20E-05,3.50E-05,3.50E-05,3.50E-05,5.20E-05,3.50E-05,5.20E-05,8.70E-05,1.70E-05,3.50E-05,1.70E-05,1.70E-05,5.20E-05,1.70E-05,0.71177,1.70E-05,1.70E-05,5.20E-05,5.20E-05,0.001231,1.70E-05,1.70E-05,1.70E-05,0.71177,1.70E-05,succ
三国之袁氏枭雄,0.000507,0.000628,0.000676,0.000893,0.000266,0.000145,9.70E-05,9.70E-05,0.000386,4.80E-05,2.40E-05,7.20E-05,0.000121,7.20E-05,9.70E-05,0.000507,0.00029,2.40E-05,0.000241,0.000241,2.40E-05,0.00029,0.00041,0.000145,2.40E-05,9.70E-05,0.000193,0.000145,0.000121,2.40E-05,4.80E-05,9.70E-05,0.000121,4.80E-05,4.80E-05,2.40E-05,0.000121,2.40E-05,4.80E-05,0.000193,9.70E-05,2.40E-05,4.80E-05,2.40E-05,0.704171,4.80E-05,2.40E-05,2.40E-05,0.704171,4.80E-05,2.40E-05,0.704171,0.00099,0.000435,0.000266,2.40E-05,0.000121,2.40E-05,0.000193,4.80E-05,4.80E-05,2.40E-05,0.000121,2.40E-05,0.000145,0.000121,2.40E-05,4.80E-05,9.70E-05,0.000193,4.80E-05,9.70E-05,0.000145,4.80E-05,0.000193,0.704171,2.40E-05,0.000435,9.70E-05,0.704171,0.000169,2.40E-05,4.80E-05,0.003452,9.70E-05,2.40E-05,2.40E-05,0.000121,0.001714,0.704171,4.80E-05,0.000169,2.40E-05,2.40E-05,0.000169,0.000362,2.40E-05,0.704171,4.80E-05,9.70E-05,2.40E-05,0.000169,4.80E-05,2.40E-05,0.704171,0.000121,0.000193,0.000145,0.704171,0.704171,7.20E-05,0.704171,0.000314,2.40E-05,2.40E-05,4.80E-05,2.40E-05,0.000435,2.40E-05,7.20E-05,0.00099,7.20E-05,7.20E-05,0.000145,0.000241,0.704171,2.40E-05,7.20E-05,2.40E-05,4.80E-05,9.70E-05,0.000241,0.000169,2.40E-05,2.40E-05,4.80E-05,0.704171,7.20E-05,2.40E-05,0.000121,2.40E-05,9.70E-05,4.80E-05,0.704171,7.20E-05,0.00099,4.80E-05,0.704171,4.80E-05,4.80E-05,7.20E-05,0.704171,4.80E-05,0.000193,2.40E-05,2.40E-05,0.704171,2.40E-05,2.40E-05,9.70E-05,0.000145,0.000145,0.000193,7.20E-05,0.704171,0.000121,4.80E-05,0.000169,0.000121,4.80E-05,2.40E-05,0.704171,0.000121,0.000772,2.40E-05,0.000121,7.20E-05,2.40E-05,9.70E-05,9.70E-05,7.20E-05,4.80E-05,2.40E-05,4.80E-05,2.40E-05,2.40E-05,4.80E-05,4.80E-05,7.20E-05,0.704171,2.40E-05,2.40E-05,2.40E-05,0.704171,0.001859,7.20E-05,4.80E-05,4.80E-05,4.80E-05,4.80E-05,succ
三国之云台,0.00109,0.000398,0.000104,0.000225,0.000329,0.000432,0.00083,0.000138,0.000208,1.70E-05,0.000138,1.70E-05,1.70E-05,0.000104,0.000225,0.000242,6.90E-05,3.50E-05,0.000121,0.000121,1.70E-05,1.70E-05,0.000208,8.60E-05,0.000104,5.20E-05,0.000138,6.90E-05,0.000121,0.000104,5.20E-05,1.70E-05,0.000104,1.70E-05,8.60E-05,0.000138,1.70E-05,1.70E-05,6.90E-05,3.50E-05,0.000121,8.60E-05,1.70E-05,5.20E-05,0.000138,3.50E-05,0.701801,6.90E-05,6.90E-05,8.60E-05,6.90E-05,5.20E-05,1.70E-05,5.20E-05,3.50E-05,8.60E-05,8.60E-05,0.000138,0.701801,5.20E-05,3.50E-05,0.000346,1.70E-05,8.60E-05,3.50E-05,1.70E-05,3.50E-05,1.70E-05,6.90E-05,1.70E-05,1.70E-05,1.70E-05,0.000259,0.000121,1.70E-05,8.60E-05,0.000173,5.20E-05,1.70E-05,0.000173,3.50E-05,5.20E-05,8.60E-05,5.20E-05,1.70E-05,1.70E-05,6.90E-05,0.000121,5.20E-05,0.000294,3.50E-05,0.000121,1.70E-05,6.90E-05,3.50E-05,0.701801,1.70E-05,3.50E-05,1.70E-05,0.000208,0.000208,5.20E-05,3.50E-05,5.20E-05,0.701801,5.20E-05,6.90E-05,5.20E-05,5.20E-05,3.50E-05,6.90E-05,6.90E-05,0.701801,0.000121,0.701801,0.000121,3.50E-05,0.000848,1.70E-05,0.701801,1.70E-05,5.20E-05,0.000121,1.70E-05,0.000138,1.70E-05,5.20E-05,1.70E-05,5.20E-05,8.60E-05,1.70E-05,0.000484,3.50E-05,0.000104,1.70E-05,8.60E-05,1.70E-05,1.70E-05,3.50E-05,1.70E-05,1.70E-05,5.20E-05,8.60E-05,6.90E-05,1.70E-05,1.70E-05,1.70E-05,6.90E-05,3.50E-05,3.50E-05,8.60E-05,5.20E-05,8.60E-05,0.000156,0.000121,1.70E-05,6.90E-05,0.000208,0.701801,3.50E-05,1.70E-05,8.60E-05,0.000121,5.20E-05,0.000121,5.20E-05,1.70E-05,3.50E-05,0.701801,1.70E-05,1.70E-05,1.70E-05,6.90E-05,0.000848,1.70E-05,1.70E-05,6.90E-05,5.20E-05,1.70E-05,1.70E-05,3.50E-05,0.701801,0.701801,5.20E-05,1.70E-05,6.90E-05,1.70E-05,0.000467,0.701801,0.701801,0.000104,5.20E-05,3.50E-05,0.000138,0.000969,1.70E-05,1.70E-05,5.20E-05,0.000138,1.70E-05,succ
三国之宅行天下,0.000557,0.000728,2.10E-05,0.000578,0.0003,0.000364,0.000214,0.000107,0.000386,0.000129,0.000428,2.10E-05,0.000493,0.000321,0.000171,0.00015,0.000257,0.000171,0.703954,8.60E-05,2.10E-05,2.10E-05,0.000171,0.000129,0.000193,0.000193,0.000214,0.000214,0.000514,0.000171,0.000171,8.60E-05,0.000107,0.00015,4.30E-05,0.000129,0.0003,0.000278,0.000193,0.000107,8.60E-05,2.10E-05,2.10E-05,0.00015,2.10E-05,2.10E-05,0.703954,0.000214,4.30E-05,8.60E-05,2.10E-05,0.000193,2.10E-05,0.703954,0.000214,0.000171,6.40E-05,0.000214,6.40E-05,4.30E-05,8.60E-05,2.10E-05,6.40E-05,0.000214,0.00045,2.10E-05,8.60E-05,0.000171,0.000171,4.30E-05,2.10E-05,4.30E-05,6.40E-05,4.30E-05,2.10E-05,0.000236,0.000193,0.000107,4.30E-05,0.000214,0.703954,8.60E-05,0.000107,6.40E-05,2.10E-05,0.000193,4.30E-05,0.000321,2.10E-05,4.30E-05,4.30E-05,8.60E-05,4.30E-05,4.30E-05,6.40E-05,0.000107,0.703954,0.000428,2.10E-05,0.000107,2.10E-05,4.30E-05,2.10E-05,0.703954,0.703954,2.10E-05,0.703954,0.000107,0.000278,4.30E-05,6.40E-05,0.703954,8.60E-05,4.30E-05,4.30E-05,0.00015,0.000364,2.10E-05,0.000129,0.000343,0.001671,6.40E-05,0.000107,0.000214,2.10E-05,0.703954,0.000214,8.60E-05,0.000107,0.000107,2.10E-05,8.60E-05,2.10E-05,6.40E-05,0.00015,0.000107,0.703954,0.000129,0.000107,2.10E-05,6.40E-05,0.000129,4.30E-05,0.703954,8.60E-05,2.10E-05,2.10E-05,0.00015,0.703954,0.000129,0.000107,0.703954,0.000193,2.10E-05,2.10E-05,0.000107,4.30E-05,2.10E-05,6.40E-05,8.60E-05,2.10E-05,6.40E-05,0.000193,6.40E-05,4.30E-05,0.703954,2.10E-05,2.10E-05,0.703954,0.000364,0.703954,0.703954,2.10E-05,0.000942,2.10E-05,4.30E-05,4.30E-05,4.30E-05,6.40E-05,4.30E-05,0.000107,0.703954,2.10E-05,2.10E-05,0.703954,4.30E-05,2.10E-05,0.000129,0.00015,0.703954,6.40E-05,0.703954,4.30E-05,2.10E-05,0.001392,2.10E-05,2.10E-05,2.10E-05,2.10E-05,2.10E-05,succ
